0.22144,0.22144,0.64798,0.64798,0.32893,0.32893,0.48072,0.48072,0.35938,0.35938,0.19985,0.19985,0.39854,0.39854,0.14011,0.14011,0.25427,0.25427,1.3479,1.3479
0.22144,0.22144,0.44479,0.64798,0.27236,0.32893,0.41952,0.48072,0.35938,0.35938,0.19985,0.19985,0.39854,0.39854,0.14011,0.14011,0.25427,0.25427,0.82944,1.3479
0.22144,0.22144,0.44479,0.64798,0.27236,0.32893,0.41952,0.48072,0.35938,0.35938,0.19985,0.19985,0.39854,0.39854,0.14011,0.14011,0.25427,0.25427,0.82944,1.3479
0.22144,0.22144,0.44479,0.64798,0.27236,0.32893,0.41952,0.48072,0.35938,0.35938,0.19985,0.19985,0.39854,0.39854,0.14011,0.14011,0.25427,0.25427,0.82944,1.3479
0.22144,0.22144,0.44479,0.64798,0.27236,0.32893,0.41952,0.48072,0.35938,0.35938,0.19348,0.20011,0.39854,0.39854,0.14011,0.14011,0.25427,0.25427,0.82944,1.3479
0.22144,0.22144,0.44479,0.64798,0.27236,0.32893,0.41952,0.48072,0.35938,0.35938,0.19348,0.20011,0.39854,0.39854,0.14011,0.14011,0.25427,0.25427,0.82944,1.3479
0.22144,0.22144,0.44479,0.64798,0.27236,0.32893,0.41952,0.48072,0.35938,0.35938,0.19348,0.20011,0.39854,0.39854,0.14011,0.14011,0.25427,0.25427,0.82944,1.3479
0.22144,0.22144,0.44479,0.64798,0.27236,0.32893,0.41952,0.48072,0.35938,0.35938,0.19348,0.20011,0.39854,0.39854,0.14011,0.14011,0.25427,0.25427,0.82944,1.3479
0.22144,0.22144,0.44479,0.64798,0.27236,0.32893,0.41952,0.48072,0.35938,0.35938,0.18645,0.2007,0.39854,0.39854,0.14011,0.14011,0.25427,0.25427,0.82944,1.3479
0.22144,0.22144,0.44479,0.64798,0.27236,0.32893,0.41952,0.48072,0.35938,0.35938,0.18645,0.2007,0.39854,0.39854,0.14011,0.14011,0.25427,0.25427,0.82944,1.3479
