0,0,0,0,0,0,0,0.46618,0.46618,0,0.6578,0.6578,0,0.82953,0.82953,0,0,0,0,0.58865,0.58865,0,0.13992,0.13992,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31149,0.31149,0,0.53422,0.53422,0,0.21182,0.21182,0,0,0,0,0.27501,0.27501,0,0.19339,0.19339
0,0,0,0,0,0,0.01,0.1638,0.46618,0.01,0.6578,0.6578,0.01,0.82953,0.82953,0,0,0,0.01,0.58865,0.58865,0.01,0.13992,0.13992,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.31149,0.31149,0.01,0.53422,0.53422,0.01,0.21182,0.21182,0,0,0,0.01,0.27501,0.27501,0.01,0.19339,0.19339
0,0,0,0,0,0,0.02,0.1638,0.46618,0.02,0.6578,0.6578,0.02,0.69574,0.83206,0,0,0,0.02,0.58865,0.58865,0.02,0.13992,0.13992,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.31149,0.31149,0.02,0.53422,0.53422,0.02,0.21182,0.21182,0,0,0,0.02,0.27501,0.27501,0.02,0.19339,0.19339
0,0,0,0,0,0,0.03,0.1638,0.46618,0.03,0.6578,0.6578,0.03,0.69574,0.83206,0,0,0,0.03,0.58865,0.58865,0.03,0.13992,0.13992,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.31149,0.31149,0.03,0.53422,0.53422,0.03,0.21182,0.21182,0,0,0,0.03,0.27501,0.27501,0.03,0.19339,0.19339
0,0,0,0,0,0,0.04,0.1638,0.46618,0.04,0.6578,0.6578,0.04,0.69574,0.83206,0,0,0,0.04,0.58865,0.58865,0.04,0.13992,0.13992,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.31149,0.31149,0.04,0.53422,0.53422,0.04,0.21182,0.21182,0,0,0,0.04,0.27501,0.27501,0.04,0.19339,0.19339
0,0,0,0,0,0,0.05,0.1638,0.46618,0.05,0.6578,0.6578,0.05,0.69574,0.83206,0,0,0,0.05,0.58865,0.58865,0.05,0.13992,0.13992,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.31149,0.31149,0.05,0.53422,0.53422,0.05,0.21182,0.21182,0,0,0,0.05,0.27501,0.27501,0.05,0.19339,0.19339
0,0,0,0,0,0,0.06,0.1638,0.46618,0.06,0.6578,0.6578,0.06,0.69574,0.83206,0,0,0,0.06,0.58865,0.58865,0.06,0.13992,0.13992,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.31149,0.31149,0.06,0.53422,0.53422,0.06,0.21182,0.21182,0,0,0,0.06,0.27501,0.27501,0.06,0.19339,0.19339
0,0,0,0,0,0,0.07,0.1638,0.46618,0.07,0.6578,0.6578,0.07,0.69574,0.83206,0,0,0,0.07,0.58865,0.58865,0.07,0.13992,0.13992,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.31149,0.31149,0.07,0.53422,0.53422,0.07,0.21182,0.21182,0,0,0,0.07,0.27501,0.27501,0.07,0.19339,0.19339
0,0,0,0,0,0,0.08,0.1638,0.46618,0.08,0.6578,0.6578,0.08,0.69574,0.83206,0,0,0,0.08,0.58865,0.58865,0.08,0.13992,0.13992,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.31149,0.31149,0.08,0.53422,0.53422,0.08,0.21182,0.21182,0,0,0,0.08,0.27501,0.27501,0.08,0.19339,0.19339
0,0,0,0,0,0,0.09,0.1638,0.46618,0.09,0.6578,0.6578,0.09,0.69574,0.83206,0,0,0,0.09,0.58865,0.58865,0.09,0.13992,0.13992,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.31149,0.31149,0.09,0.53422,0.53422,0.09,0.21182,0.21182,0,0,0,0.09,0.27501,0.27501,0.09,0.19339,0.19339
0,0,0,0,0,0,0.1,0.1638,0.46618,0.1,0.6578,0.6578,0.1,0.69574,0.83206,0,0,0,0.1,0.58865,0.58865,0.1,0.13992,0.13992,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.31149,0.31149,0.1,0.53422,0.53422,0.1,0.21182,0.21182,0,0,0,0.1,0.27501,0.27501,0.1,0.19339,0.19339
0,0,0,0,0,0,0.11,0.1638,0.46618,0.11,0.6578,0.6578,0.11,0.69574,0.83206,0,0,0,0.11,0.58865,0.58865,0.11,0.13992,0.13992,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.31149,0.31149,0.11,0.53422,0.53422,0.11,0.21182,0.21182,0,0,0,0.11,0.27501,0.27501,0.11,0.19339,0.19339
0,0,0,0,0,0,0.12,0.1638,0.46618,0.12,0.6578,0.6578,0.12,0.69574,0.83206,0,0,0,0.12,0.58865,0.58865,0.12,0.13992,0.13992,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.31149,0.31149,0.12,0.53422,0.53422,0.12,0.21182,0.21182,0,0,0,0.12,0.27501,0.27501,0.12,0.19339,0.19339
