0.047688,0.047688,0.071635,0.071635,0.13883,0.13883,0.041397,0.041397,0.029546,0.029546,0.036357,0.036357,0.053179,0.053179,0.032342,0.032342,0.10572,0.10572,0.02467,0.02467
0.047688,0.047688,0.052936,0.071635,0.06178,0.13883,0.041397,0.041397,0.029546,0.029546,0.036357,0.036357,0.051577,0.053179,0.032342,0.032342,0.091908,0.10572,0.02467,0.02467
0.047688,0.047688,0.052936,0.071635,0.06178,0.13883,0.041397,0.041397,0.029546,0.029546,0.036357,0.036357,0.049633,0.053212,0.032342,0.032342,0.091908,0.10572,0.02467,0.02467
0.047688,0.047688,0.052936,0.071635,0.06178,0.13883,0.041397,0.041397,0.029546,0.029546,0.036357,0.036357,0.049633,0.053212,0.032342,0.032342,0.091908,0.10572,0.02467,0.02467
0.047688,0.047688,0.052936,0.071635,0.06178,0.13883,0.041397,0.041397,0.029546,0.029546,0.036357,0.036357,0.049633,0.053212,0.032342,0.032342,0.091908,0.10572,0.02467,0.02467
0.047688,0.047688,0.052936,0.071635,0.06178,0.13883,0.041397,0.041397,0.029546,0.029546,0.036357,0.036357,0.049633,0.053212,0.032342,0.032342,0.091908,0.10572,0.02467,0.02467
0.047688,0.047688,0.052936,0.071635,0.06178,0.13883,0.041397,0.041397,0.029546,0.029546,0.036357,0.036357,0.049633,0.053212,0.032342,0.032342,0.091908,0.10572,0.02467,0.02467
0.047688,0.047688,0.052936,0.071635,0.06178,0.13883,0.041397,0.041397,0.029546,0.029546,0.036357,0.036357,0.049633,0.053212,0.032342,0.032342,0.091908,0.10572,0.02467,0.02467
0.047688,0.047688,0.052936,0.071635,0.06178,0.13883,0.041397,0.041397,0.029546,0.029546,0.036357,0.036357,0.047372,0.053408,0.032342,0.032342,0.091908,0.10572,0.02467,0.02467
0.047688,0.047688,0.052936,0.071635,0.06178,0.13883,0.041397,0.041397,0.029546,0.029546,0.036357,0.036357,0.047038,0.053438,0.032342,0.032342,0.091908,0.10572,0.02467,0.02467
